dataset,analysis,example_id,n_source,n_predicted,n_matched,n_omitted,n_added,omitted_predicates,added_predicates
FI,structuring_vs_input,405,7,6,6,1,0,location,
FI,ordering_vs_input,406,1,1,1,0,0,,
FI,structuring_vs_ordering,406,1,1,1,0,0,,
FI,structuring_vs_input,406,1,1,1,0,0,,
FI,ordering_vs_input,407,4,4,4,0,0,,
FI,structuring_vs_ordering,407,4,4,4,0,0,,
FI,structuring_vs_input,407,4,4,4,0,0,,
FI,ordering_vs_input,408,2,2,2,0,0,,
FI,structuring_vs_ordering,408,2,2,2,0,0,,
FI,structuring_vs_input,408,2,2,2,0,0,,
FI,ordering_vs_input,409,2,2,2,0,0,,
FI,structuring_vs_ordering,409,2,2,2,0,0,,
FI,structuring_vs_input,409,2,2,2,0,0,,
FI,ordering_vs_input,410,4,4,4,0,0,,
FI,structuring_vs_ordering,410,4,4,4,0,0,,
FI,structuring_vs_input,410,4,4,4,0,0,,
FI,ordering_vs_input,411,6,6,6,0,0,,
FI,structuring_vs_ordering,411,6,6,6,0,0,,
FI,structuring_vs_input,411,6,6,6,0,0,,
FI,ordering_vs_input,412,5,5,5,0,0,,
FI,structuring_vs_ordering,412,5,5,5,0,0,,
FI,structuring_vs_input,412,5,5,5,0,0,,
FI,ordering_vs_input,413,2,2,2,0,0,,
FI,structuring_vs_ordering,413,2,2,2,0,0,,
FI,structuring_vs_input,413,2,2,2,0,0,,
FI,ordering_vs_input,414,5,4,4,1,0,citizenship,
FI,structuring_vs_ordering,414,4,4,4,0,0,,
FI,structuring_vs_input,414,5,4,4,1,0,citizenship,
FI,ordering_vs_input,415,4,4,4,0,0,,
FI,structuring_vs_ordering,415,4,4,4,0,0,,
FI,structuring_vs_input,415,4,4,4,0,0,,
FI,ordering_vs_input,416,2,2,2,0,0,,
FI,structuring_vs_ordering,416,2,2,2,0,0,,
FI,structuring_vs_input,416,2,2,2,0,0,,
FI,ordering_vs_input,417,5,5,5,0,0,,
FI,structuring_vs_ordering,417,5,5,5,0,0,,
FI,structuring_vs_input,417,5,5,5,0,0,,
FI,ordering_vs_input,418,4,4,4,0,0,,
FI,structuring_vs_ordering,418,4,4,4,0,0,,
FI,structuring_vs_input,418,4,4,4,0,0,,
FI,ordering_vs_input,419,1,1,1,0,0,,
FI,structuring_vs_ordering,419,1,1,1,0,0,,
FI,structuring_vs_input,419,1,1,1,0,0,,
FI,ordering_vs_input,420,4,4,4,0,0,,
FI,structuring_vs_ordering,420,4,4,4,0,0,,
FI,structuring_vs_input,420,4,4,4,0,0,,
FI,ordering_vs_input,421,3,3,3,0,0,,
FI,structuring_vs_ordering,421,3,3,3,0,0,,
FI,structuring_vs_input,421,3,3,3,0,0,,
FI,ordering_vs_input,422,5,2,2,3,0,releaseDate | producer | writer,
FI,structuring_vs_ordering,422,2,2,2,0,0,,
FI,structuring_vs_input,422,5,2,2,3,0,releaseDate | producer | writer,
FI,ordering_vs_input,423,4,4,4,0,0,,
FI,structuring_vs_ordering,423,4,4,4,0,0,,
FI,structuring_vs_input,423,4,4,4,0,0,,
FI,ordering_vs_input,424,1,1,1,0,0,,
FI,structuring_vs_ordering,424,1,1,1,0,0,,
FI,structuring_vs_input,424,1,1,1,0,0,,
FI,ordering_vs_input,425,2,1,1,1,0,training,
FI,structuring_vs_ordering,425,1,1,1,0,0,,
FI,structuring_vs_input,425,2,1,1,1,0,training,
FI,ordering_vs_input,426,3,3,3,0,0,,
FI,structuring_vs_ordering,426,3,3,3,0,0,,
FI,structuring_vs_input,426,3,3,3,0,0,,
FI,ordering_vs_input,427,3,3,3,0,0,,
FI,structuring_vs_ordering,427,3,3,3,0,0,,
FI,structuring_vs_input,427,3,3,3,0,0,,
FI,ordering_vs_input,428,6,6,6,0,0,,
FI,structuring_vs_ordering,428,6,6,6,0,0,,
FI,structuring_vs_input,428,6,6,6,0,0,,
FI,ordering_vs_input,429,1,1,1,0,0,,
FI,structuring_vs_ordering,429,1,1,1,0,0,,
FI,structuring_vs_input,429,1,1,1,0,0,,
FI,ordering_vs_input,430,6,6,6,0,0,,
FI,structuring_vs_ordering,430,6,6,6,0,0,,
FI,structuring_vs_input,430,6,6,6,0,0,,
FI,ordering_vs_input,431,2,1,1,1,0,citizenship,
FI,structuring_vs_ordering,431,1,1,1,0,0,,
FI,structuring_vs_input,431,2,1,1,1,0,citizenship,
FI,ordering_vs_input,432,5,5,5,0,0,,
FI,structuring_vs_ordering,432,5,5,5,0,0,,
FI,structuring_vs_input,432,5,5,5,0,0,,
FI,ordering_vs_input,433,7,6,6,1,0,icaoLocationIdentifier,
FI,structuring_vs_ordering,433,6,6,6,0,0,,
FI,structuring_vs_input,433,7,6,6,1,0,icaoLocationIdentifier,
FI,ordering_vs_input,434,7,6,6,1,0,ingredient,
FI,structuring_vs_ordering,434,6,6,6,0,0,,
FI,structuring_vs_input,434,7,6,6,1,0,ingredient,
FI,ordering_vs_input,435,3,3,3,0,0,,
FI,structuring_vs_ordering,435,3,3,3,0,0,,
FI,structuring_vs_input,435,3,3,3,0,0,,
FI,ordering_vs_input,436,1,1,1,0,0,,
FI,structuring_vs_ordering,436,1,1,1,0,0,,
FI,structuring_vs_input,436,1,1,1,0,0,,
FI,ordering_vs_input,437,3,3,3,0,0,,
FI,structuring_vs_ordering,437,3,3,3,0,0,,
FI,structuring_vs_input,437,3,3,3,0,0,,
FI,ordering_vs_input,438,4,4,4,0,0,,
FI,structuring_vs_ordering,438,4,4,4,0,0,,
FI,structuring_vs_input,438,4,4,4,0,0,,
FI,ordering_vs_input,439,2,2,2,0,0,,
FI,structuring_vs_ordering,439,2,2,2,0,0,,
FI,structuring_vs_input,439,2,2,2,0,0,,
FI,ordering_vs_input,440,3,3,3,0,0,,
FI,structuring_vs_ordering,440,3,3,3,0,0,,
FI,structuring_vs_input,440,3,3,3,0,0,,
FI,ordering_vs_input,441,5,5,5,0,0,,
FI,structuring_vs_ordering,441,5,5,5,0,0,,
FI,structuring_vs_input,441,5,5,5,0,0,,
FI,ordering_vs_input,442,1,1,1,0,0,,
FI,structuring_vs_ordering,442,1,1,1,0,0,,
FI,structuring_vs_input,442,1,1,1,0,0,,
FI,ordering_vs_input,443,2,1,1,1,0,producer,
FI,structuring_vs_ordering,443,1,1,1,0,0,,
FI,structuring_vs_input,443,2,1,1,1,0,producer,
FI,ordering_vs_input,444,2,2,2,0,0,,
FI,structuring_vs_ordering,444,2,2,2,0,0,,
FI,structuring_vs_input,444,2,2,2,0,0,,
FI,ordering_vs_input,445,3,3,3,0,0,,
FI,structuring_vs_ordering,445,3,3,3,0,0,,
FI,structuring_vs_input,445,3,3,3,0,0,,
FI,ordering_vs_input,446,2,2,2,0,0,,
FI,structuring_vs_ordering,446,2,2,2,0,0,,
FI,structuring_vs_input,446,2,2,2,0,0,,
FI,ordering_vs_input,447,6,3,3,3,0,releaseDate | writer | runtime,
FI,structuring_vs_ordering,447,3,3,3,0,0,,
FI,structuring_vs_input,447,6,3,3,3,0,releaseDate | writer | runtime,
FI,ordering_vs_input,448,5,4,4,1,0,industry,
FI,structuring_vs_ordering,448,4,4,4,0,0,,
FI,structuring_vs_input,448,5,4,4,1,0,industry,
FI,ordering_vs_input,449,2,2,2,0,0,,
FI,structuring_vs_ordering,449,2,2,2,0,0,,
FI,structuring_vs_input,449,2,2,2,0,0,,
FI,ordering_vs_input,450,7,6,6,1,0,professionalField,
FI,structuring_vs_ordering,450,6,6,6,0,0,,
FI,structuring_vs_input,450,7,6,6,1,0,professionalField,
FI,ordering_vs_input,451,3,3,3,0,0,,
FI,structuring_vs_ordering,451,3,3,3,0,0,,
FI,structuring_vs_input,451,3,3,3,0,0,,
FI,ordering_vs_input,452,2,2,2,0,0,,
FI,structuring_vs_ordering,452,2,2,2,0,0,,
FI,structuring_vs_input,452,2,2,2,0,0,,
FI,ordering_vs_input,453,4,4,4,0,0,,
FI,structuring_vs_ordering,453,4,4,4,0,0,,
FI,structuring_vs_input,453,4,4,4,0,0,,
FI,ordering_vs_input,454,4,4,4,0,0,,
FI,structuring_vs_ordering,454,4,4,4,0,0,,
FI,structuring_vs_input,454,4,4,4,0,0,,
FI,ordering_vs_input,455,4,4,4,0,0,,
FI,structuring_vs_ordering,455,4,4,4,0,0,,
FI,structuring_vs_input,455,4,4,4,0,0,,
FI,ordering_vs_input,456,2,2,2,0,0,,
FI,structuring_vs_ordering,456,2,2,2,0,0,,
FI,structuring_vs_input,456,2,2,2,0,0,,
FI,ordering_vs_input,457,4,4,4,0,0,,
FI,structuring_vs_ordering,457,4,4,4,0,0,,
FI,structuring_vs_input,457,4,4,4,0,0,,
FI,ordering_vs_input,458,2,2,2,0,0,,
FI,structuring_vs_ordering,458,2,2,2,0,0,,
FI,structuring_vs_input,458,2,2,2,0,0,,
FI,ordering_vs_input,459,1,1,1,0,0,,
FI,structuring_vs_ordering,459,1,1,1,0,0,,
FI,structuring_vs_input,459,1,1,1,0,0,,
FI,ordering_vs_input,460,5,5,5,0,0,,
FI,structuring_vs_ordering,460,5,5,5,0,0,,
FI,structuring_vs_input,460,5,5,5,0,0,,
FI,ordering_vs_input,461,3,3,3,0,0,,
FI,structuring_vs_ordering,461,3,3,3,0,0,,
FI,structuring_vs_input,461,3,3,3,0,0,,
FI,ordering_vs_input,462,1,1,1,0,0,,
FI,structuring_vs_ordering,462,1,1,1,0,0,,
FI,structuring_vs_input,462,1,1,1,0,0,,
FI,ordering_vs_input,463,3,3,3,0,0,,
FI,structuring_vs_ordering,463,3,3,3,0,0,,
FI,structuring_vs_input,463,3,3,3,0,0,,
FI,ordering_vs_input,464,2,2,2,0,0,,
FI,structuring_vs_ordering,464,2,2,2,0,0,,
FI,structuring_vs_input,464,2,2,2,0,0,,
FI,ordering_vs_input,465,5,4,4,1,0,artist,
FI,structuring_vs_ordering,465,4,4,4,0,0,,
FI,structuring_vs_input,465,5,4,4,1,0,artist,
FI,ordering_vs_input,466,4,4,4,0,0,,
FI,structuring_vs_ordering,466,4,4,4,0,0,,
FI,structuring_vs_input,466,4,4,4,0,0,,
FI,ordering_vs_input,467,1,1,1,0,0,,
FI,structuring_vs_ordering,467,1,1,1,0,0,,
FI,structuring_vs_input,467,1,1,1,0,0,,
FI,ordering_vs_input,468,4,3,3,1,0,writer,
FI,structuring_vs_ordering,468,3,3,3,0,0,,
FI,structuring_vs_input,468,4,3,3,1,0,writer,
FI,ordering_vs_input,469,5,5,5,0,0,,
FI,structuring_vs_ordering,469,5,5,5,0,0,,
FI,structuring_vs_input,469,5,5,5,0,0,,
FI,ordering_vs_input,470,1,1,1,0,0,,
FI,structuring_vs_ordering,470,1,1,1,0,0,,
FI,structuring_vs_input,470,1,1,1,0,0,,
FI,ordering_vs_input,471,2,2,2,0,0,,
FI,structuring_vs_ordering,471,2,2,2,0,0,,
FI,structuring_vs_input,471,2,2,2,0,0,,
FI,ordering_vs_input,472,4,3,3,1,0,professionalField,
FI,structuring_vs_ordering,472,3,3,3,0,0,,
FI,structuring_vs_input,472,4,3,3,1,0,professionalField,
FI,ordering_vs_input,473,3,3,3,0,0,,
FI,structuring_vs_ordering,473,3,3,3,0,0,,
FI,structuring_vs_input,473,3,3,3,0,0,,
FI,ordering_vs_input,474,2,2,2,0,0,,
FI,structuring_vs_ordering,474,2,2,2,0,0,,
FI,structuring_vs_input,474,2,2,2,0,0,,
FI,ordering_vs_input,475,3,3,3,0,0,,
FI,structuring_vs_ordering,475,3,3,3,0,0,,
FI,structuring_vs_input,475,3,3,3,0,0,,
FI,ordering_vs_input,476,2,2,2,0,0,,
FI,structuring_vs_ordering,476,2,2,2,0,0,,
FI,structuring_vs_input,476,2,2,2,0,0,,
FI,ordering_vs_input,477,1,1,1,0,0,,
FI,structuring_vs_ordering,477,1,1,1,0,0,,
FI,structuring_vs_input,477,1,1,1,0,0,,
FI,ordering_vs_input,478,4,4,4,0,0,,
FI,structuring_vs_ordering,478,4,4,4,0,0,,
FI,structuring_vs_input,478,4,4,4,0,0,,
FI,ordering_vs_input,479,7,6,6,1,0,governmentType,
FI,structuring_vs_ordering,479,6,6,6,0,0,,
FI,structuring_vs_input,479,7,6,6,1,0,governmentType,
FI,ordering_vs_input,480,5,5,5,0,0,,
FI,structuring_vs_ordering,480,5,5,5,0,0,,
FI,structuring_vs_input,480,5,5,5,0,0,,
FI,ordering_vs_input,481,1,1,1,0,0,,
FI,structuring_vs_ordering,481,1,1,1,0,0,,
FI,structuring_vs_input,481,1,1,1,0,0,,
FI,ordering_vs_input,482,3,3,3,0,0,,
FI,structuring_vs_ordering,482,3,3,3,0,0,,
FI,structuring_vs_input,482,3,3,3,0,0,,
FI,ordering_vs_input,483,3,3,3,0,0,,
FI,structuring_vs_ordering,483,3,3,3,0,0,,
FI,structuring_vs_input,483,3,3,3,0,0,,
FI,ordering_vs_input,484,1,1,1,0,0,,
FI,structuring_vs_ordering,484,1,1,1,0,0,,
FI,structuring_vs_input,484,1,1,1,0,0,,
FI,ordering_vs_input,485,2,2,2,0,0,,
FI,structuring_vs_ordering,485,2,2,2,0,0,,
FI,structuring_vs_input,485,2,2,2,0,0,,
FI,ordering_vs_input,486,4,4,4,0,0,,
FI,structuring_vs_ordering,486,4,4,4,0,0,,
FI,structuring_vs_input,486,4,4,4,0,0,,
FI,ordering_vs_input,487,3,3,3,0,0,,
FI,structuring_vs_ordering,487,3,3,3,0,0,,
FI,structuring_vs_input,487,3,3,3,0,0,,
FI,ordering_vs_input,488,2,2,2,0,0,,
FI,structuring_vs_ordering,488,2,2,2,0,0,,
FI,structuring_vs_input,488,2,2,2,0,0,,
FI,ordering_vs_input,489,2,2,2,0,0,,
FI,structuring_vs_ordering,489,2,2,2,0,0,,
FI,structuring_vs_input,489,2,2,2,0,0,,
FI,ordering_vs_input,490,3,3,3,0,0,,
FI,structuring_vs_ordering,490,3,3,3,0,0,,
FI,structuring_vs_input,490,3,3,3,0,0,,
FI,ordering_vs_input,491,2,2,2,0,0,,
FI,structuring_vs_ordering,491,2,2,2,0,0,,
FI,structuring_vs_input,491,2,2,2,0,0,,
FI,ordering_vs_input,492,1,1,1,0,0,,
FI,structuring_vs_ordering,492,1,1,1,0,0,,
FI,structuring_vs_input,492,1,1,1,0,0,,
FI,ordering_vs_input,493,2,2,2,0,0,,
FI,structuring_vs_ordering,493,2,2,2,0,0,,
FI,structuring_vs_input,493,2,2,2,0,0,,
FI,ordering_vs_input,494,1,1,1,0,0,,
FI,structuring_vs_ordering,494,1,1,1,0,0,,
FI,structuring_vs_input,494,1,1,1,0,0,,
FI,ordering_vs_input,495,3,3,3,0,0,,
FI,structuring_vs_ordering,495,3,3,3,0,0,,
FI,structuring_vs_input,495,3,3,3,0,0,,
FI,ordering_vs_input,496,4,4,4,0,0,,
FI,structuring_vs_ordering,496,4,4,4,0,0,,
FI,structuring_vs_input,496,4,4,4,0,0,,
FI,ordering_vs_input,497,2,2,2,0,0,,
FI,structuring_vs_ordering,497,2,2,2,0,0,,
FI,structuring_vs_input,497,2,2,2,0,0,,
FI,ordering_vs_input,498,2,1,1,1,0,imdbId,
FI,structuring_vs_ordering,498,1,1,1,0,0,,
FI,structuring_vs_input,498,2,1,1,1,0,imdbId,
FI,ordering_vs_input,499,1,1,1,0,0,,
FI,structuring_vs_ordering,499,1,1,1,0,0,,
FI,structuring_vs_input,499,1,1,1,0,0,,
FI,ordering_vs_input,500,7,7,7,0,0,,
FI,structuring_vs_ordering,500,7,7,7,0,0,,
FI,structuring_vs_input,500,7,7,7,0,0,,
FI,ordering_vs_input,501,1,1,1,0,0,,
FI,structuring_vs_ordering,501,1,1,1,0,0,,
FI,structuring_vs_input,501,1,1,1,0,0,,
FI,ordering_vs_input,502,3,3,3,0,0,,
FI,structuring_vs_ordering,502,3,3,3,0,0,,
FI,structuring_vs_input,502,3,3,3,0,0,,
FI,ordering_vs_input,503,3,2,2,1,0,type,
FI,structuring_vs_ordering,503,2,2,2,0,0,,
FI,structuring_vs_input,503,3,2,2,1,0,type,
FI,ordering_vs_input,504,2,2,2,0,0,,
FI,structuring_vs_ordering,504,2,2,2,0,0,,
FI,structuring_vs_input,504,2,2,2,0,0,,
FI,ordering_vs_input,505,1,1,1,0,0,,
FI,structuring_vs_ordering,505,1,1,1,0,0,,
FI,structuring_vs_input,505,1,1,1,0,0,,
FI,ordering_vs_input,506,3,3,3,0,0,,
FI,structuring_vs_ordering,506,3,3,3,0,0,,
FI,structuring_vs_input,506,3,3,3,0,0,,
FI,ordering_vs_input,507,4,4,4,0,0,,
FI,structuring_vs_ordering,507,4,4,4,0,0,,
FI,structuring_vs_input,507,4,4,4,0,0,,
FI,ordering_vs_input,508,3,3,3,0,0,,
FI,structuring_vs_ordering,508,3,3,3,0,0,,
FI,structuring_vs_input,508,3,3,3,0,0,,
FI,ordering_vs_input,509,2,2,2,0,0,,
FI,structuring_vs_ordering,509,2,2,2,0,0,,
FI,structuring_vs_input,509,2,2,2,0,0,,
FI,ordering_vs_input,510,2,2,2,0,0,,
FI,structuring_vs_ordering,510,2,2,2,0,0,,
FI,structuring_vs_input,510,2,2,2,0,0,,
FI,ordering_vs_input,511,4,3,3,1,0,recordedIn,
FI,structuring_vs_ordering,511,3,3,3,0,0,,
FI,structuring_vs_input,511,4,3,3,1,0,recordedIn,
FI,ordering_vs_input,512,5,5,5,0,0,,
FI,structuring_vs_ordering,512,5,5,5,0,0,,
FI,structuring_vs_input,512,5,5,5,0,0,,
FI,ordering_vs_input,513,2,1,1,1,0,producer,
FI,structuring_vs_ordering,513,1,1,1,0,0,,
FI,structuring_vs_input,513,2,1,1,1,0,producer,
FI,ordering_vs_input,514,4,4,4,0,0,,
FI,structuring_vs_ordering,514,4,4,4,0,0,,
FI,structuring_vs_input,514,4,4,4,0,0,,
FI,ordering_vs_input,515,4,2,2,2,0,producer | runtime,
FI,structuring_vs_ordering,515,2,2,2,0,0,,
FI,structuring_vs_input,515,4,2,2,2,0,producer | runtime,
FI,ordering_vs_input,516,2,2,2,0,0,,
FI,structuring_vs_ordering,516,2,2,2,0,0,,
FI,structuring_vs_input,516,2,2,2,0,0,,
FI,ordering_vs_input,517,2,2,2,0,0,,
FI,structuring_vs_ordering,517,2,2,2,0,0,,
FI,structuring_vs_input,517,2,2,2,0,0,,
FI,ordering_vs_input,518,3,3,3,0,0,,
FI,structuring_vs_ordering,518,3,3,3,0,0,,
FI,structuring_vs_input,518,3,3,3,0,0,,
FI,ordering_vs_input,519,5,5,5,0,0,,
FI,structuring_vs_ordering,519,5,5,5,0,0,,
FI,structuring_vs_input,519,5,5,5,0,0,,
FI,ordering_vs_input,520,2,2,2,0,0,,
FI,structuring_vs_ordering,520,2,2,2,0,0,,
FI,structuring_vs_input,520,2,2,2,0,0,,
FI,ordering_vs_input,521,2,2,2,0,0,,
FI,structuring_vs_ordering,521,2,2,2,0,0,,
FI,structuring_vs_input,521,2,2,2,0,0,,
FI,ordering_vs_input,522,1,1,1,0,0,,
FI,structuring_vs_ordering,522,1,1,1,0,0,,
FI,structuring_vs_input,522,1,1,1,0,0,,
FI,ordering_vs_input,523,1,1,1,0,0,,
FI,structuring_vs_ordering,523,1,1,1,0,0,,
FI,structuring_vs_input,523,1,1,1,0,0,,
FI,ordering_vs_input,524,6,5,5,1,0,numberOfStudents,
FI,structuring_vs_ordering,524,5,5,5,0,0,,
FI,structuring_vs_input,524,6,5,5,1,0,numberOfStudents,
FI,ordering_vs_input,525,6,1,1,5,0,releaseDate | producer | writer | writer | runtime,
FI,structuring_vs_ordering,525,1,1,1,0,0,,
FI,structuring_vs_input,525,6,1,1,5,0,releaseDate | producer | writer | writer | runtime,
FI,ordering_vs_input,526,2,2,2,0,0,,
FI,structuring_vs_ordering,526,2,2,2,0,0,,
FI,structuring_vs_input,526,2,2,2,0,0,,
FI,ordering_vs_input,527,7,7,7,0,0,,
FI,structuring_vs_ordering,527,7,7,7,0,0,,
FI,structuring_vs_input,527,7,7,7,0,0,,
FI,ordering_vs_input,528,7,6,6,1,0,location,
FI,structuring_vs_ordering,528,6,6,6,0,0,,
FI,structuring_vs_input,528,7,6,6,1,0,location,
FI,ordering_vs_input,529,7,7,7,0,0,,
FI,structuring_vs_ordering,529,7,7,7,0,0,,
FI,structuring_vs_input,529,7,7,7,0,0,,
FI,ordering_vs_input,530,2,2,2,0,0,,
FI,structuring_vs_ordering,530,2,2,2,0,0,,
FI,structuring_vs_input,530,2,2,2,0,0,,
FI,ordering_vs_input,531,4,4,4,0,0,,
FI,structuring_vs_ordering,531,4,4,4,0,0,,
FI,structuring_vs_input,531,4,4,4,0,0,,
FI,ordering_vs_input,532,4,4,4,0,0,,
FI,structuring_vs_ordering,532,4,4,4,0,0,,
FI,structuring_vs_input,532,4,4,4,0,0,,
FI,ordering_vs_input,533,1,1,1,0,0,,
FI,structuring_vs_ordering,533,1,1,1,0,0,,
FI,structuring_vs_input,533,1,1,1,0,0,,
FI,ordering_vs_input,534,4,3,3,1,0,industry,
FI,structuring_vs_ordering,534,3,3,3,0,0,,
FI,structuring_vs_input,534,4,3,3,1,0,industry,
FI,ordering_vs_input,535,6,5,5,1,0,producer,
FI,structuring_vs_ordering,535,5,5,5,0,0,,
FI,structuring_vs_input,535,6,5,5,1,0,producer,
FI,ordering_vs_input,536,5,1,1,4,0,producer | album | writer | format,
FI,structuring_vs_ordering,536,1,1,1,0,0,,
FI,structuring_vs_input,536,5,1,1,4,0,producer | album | writer | format,
FI,ordering_vs_input,537,1,1,1,0,0,,
FI,structuring_vs_ordering,537,1,1,1,0,0,,
FI,structuring_vs_input,537,1,1,1,0,0,,
FI,ordering_vs_input,538,6,6,6,0,0,,
FI,structuring_vs_ordering,538,6,6,6,0,0,,
FI,structuring_vs_input,538,6,6,6,0,0,,
FI,ordering_vs_input,539,1,1,1,0,0,,
FI,structuring_vs_ordering,539,1,1,1,0,0,,
FI,structuring_vs_input,539,1,1,1,0,0,,
FI,ordering_vs_input,540,2,2,2,0,0,,
FI,structuring_vs_ordering,540,2,2,2,0,0,,
FI,structuring_vs_input,540,2,2,2,0,0,,
FI,ordering_vs_input,541,1,1,1,0,0,,
FI,structuring_vs_ordering,541,1,1,1,0,0,,
FI,structuring_vs_input,541,1,1,1,0,0,,
FI,ordering_vs_input,542,3,3,3,0,0,,
FI,structuring_vs_ordering,542,3,3,3,0,0,,
FI,structuring_vs_input,542,3,3,3,0,0,,
FI,ordering_vs_input,543,5,3,3,2,0,professionalField | professionalField,
FI,structuring_vs_ordering,543,3,3,3,0,0,,
FI,structuring_vs_input,543,5,3,3,2,0,professionalField | professionalField,
FI,ordering_vs_input,544,4,4,4,0,0,,
FI,structuring_vs_ordering,544,4,4,4,0,0,,
FI,structuring_vs_input,544,4,4,4,0,0,,
FI,ordering_vs_input,545,4,4,4,0,0,,
FI,structuring_vs_ordering,545,4,4,4,0,0,,
FI,structuring_vs_input,545,4,4,4,0,0,,
FI,ordering_vs_input,546,1,1,1,0,0,,
FI,structuring_vs_ordering,546,1,1,1,0,0,,
FI,structuring_vs_input,546,1,1,1,0,0,,
FI,ordering_vs_input,547,2,2,2,0,0,,
FI,structuring_vs_ordering,547,2,2,2,0,0,,
FI,structuring_vs_input,547,2,2,2,0,0,,
FI,ordering_vs_input,548,2,2,2,0,0,,
FI,structuring_vs_ordering,548,2,2,2,0,0,,
FI,structuring_vs_input,548,2,2,2,0,0,,
FI,ordering_vs_input,549,4,3,3,1,0,editing,
FI,structuring_vs_ordering,549,3,3,3,0,0,,
FI,structuring_vs_input,549,4,3,3,1,0,editing,
FI,ordering_vs_input,550,6,6,6,0,0,,
FI,structuring_vs_ordering,550,6,6,6,0,0,,
FI,structuring_vs_input,550,6,6,6,0,0,,
FI,ordering_vs_input,551,2,2,2,0,0,,
FI,structuring_vs_ordering,551,2,2,2,0,0,,
FI,structuring_vs_input,551,2,2,2,0,0,,
FI,ordering_vs_input,552,1,1,1,0,0,,
FI,structuring_vs_ordering,552,1,1,1,0,0,,
FI,structuring_vs_input,552,1,1,1,0,0,,
FI,ordering_vs_input,553,5,5,5,0,0,,
FI,structuring_vs_ordering,553,5,5,5,0,0,,
FI,structuring_vs_input,553,5,5,5,0,0,,
FI,ordering_vs_input,554,6,6,6,0,0,,
FI,structuring_vs_ordering,554,6,6,6,0,0,,
FI,structuring_vs_input,554,6,6,6,0,0,,
FI,ordering_vs_input,555,3,3,3,0,0,,
FI,structuring_vs_ordering,555,3,3,3,0,0,,
FI,structuring_vs_input,555,3,3,3,0,0,,
FI,ordering_vs_input,556,2,2,2,0,0,,
FI,structuring_vs_ordering,556,2,2,2,0,0,,
FI,structuring_vs_input,556,2,2,2,0,0,,
FI,ordering_vs_input,557,4,4,4,0,0,,
FI,structuring_vs_ordering,557,4,4,4,0,0,,
FI,structuring_vs_input,557,4,4,4,0,0,,
FI,ordering_vs_input,558,4,4,4,0,0,,
FI,structuring_vs_ordering,558,4,4,4,0,0,,
FI,structuring_vs_input,558,4,4,4,0,0,,
FI,ordering_vs_input,559,4,4,4,0,0,,
FI,structuring_vs_ordering,559,4,4,4,0,0,,
FI,structuring_vs_input,559,4,4,4,0,0,,
FI,ordering_vs_input,560,1,1,1,0,0,,
FI,structuring_vs_ordering,560,1,1,1,0,0,,
FI,structuring_vs_input,560,1,1,1,0,0,,
FI,ordering_vs_input,561,5,3,3,2,0,writer | producer,
FI,structuring_vs_ordering,561,3,2,2,1,0,imdbId,
FI,structuring_vs_input,561,5,2,2,3,0,imdbId | writer | producer,
FI,ordering_vs_input,562,6,5,5,1,0,producer,
FI,structuring_vs_ordering,562,5,5,5,0,0,,
FI,structuring_vs_input,562,6,5,5,1,0,producer,
FI,ordering_vs_input,563,1,1,1,0,0,,
FI,structuring_vs_ordering,563,1,1,1,0,0,,
FI,structuring_vs_input,563,1,1,1,0,0,,
FI,ordering_vs_input,564,1,1,1,0,0,,
FI,structuring_vs_ordering,564,1,1,1,0,0,,
FI,structuring_vs_input,564,1,1,1,0,0,,
FI,ordering_vs_input,565,3,3,3,0,0,,
FI,structuring_vs_ordering,565,3,3,3,0,0,,
FI,structuring_vs_input,565,3,3,3,0,0,,
FI,ordering_vs_input,566,2,2,2,0,0,,
FI,structuring_vs_ordering,566,2,2,2,0,0,,
FI,structuring_vs_input,566,2,2,2,0,0,,
FI,ordering_vs_input,567,4,4,4,0,0,,
FI,structuring_vs_ordering,567,4,4,4,0,0,,
FI,structuring_vs_input,567,4,4,4,0,0,,
FI,ordering_vs_input,568,4,4,4,0,0,,
FI,structuring_vs_ordering,568,4,4,4,0,0,,
FI,structuring_vs_input,568,4,4,4,0,0,,
FI,ordering_vs_input,569,4,4,4,0,0,,
FI,structuring_vs_ordering,569,4,4,4,0,0,,
FI,structuring_vs_input,569,4,4,4,0,0,,
FI,ordering_vs_input,570,2,2,2,0,0,,
FI,structuring_vs_ordering,570,2,2,2,0,0,,
FI,structuring_vs_input,570,2,2,2,0,0,,
FI,ordering_vs_input,571,4,4,4,0,0,,
FI,structuring_vs_ordering,571,4,4,4,0,0,,
FI,structuring_vs_input,571,4,4,4,0,0,,
FI,ordering_vs_input,572,2,2,2,0,0,,
FI,structuring_vs_ordering,572,2,2,2,0,0,,
FI,structuring_vs_input,572,2,2,2,0,0,,
FI,ordering_vs_input,573,2,2,2,0,0,,
FI,structuring_vs_ordering,573,2,2,2,0,0,,
FI,structuring_vs_input,573,2,2,2,0,0,,
FI,ordering_vs_input,574,6,5,5,1,0,professionalField,
FI,structuring_vs_ordering,574,5,5,5,0,0,,
FI,structuring_vs_input,574,6,5,5,1,0,professionalField,
FI,ordering_vs_input,575,1,1,1,0,0,,
FI,structuring_vs_ordering,575,1,1,1,0,0,,
FI,structuring_vs_input,575,1,1,1,0,0,,
