dataset,analysis,example_id,n_source,n_predicted,n_matched,n_omitted,n_added,omitted_predicates,added_predicates
FA,ordering_vs_input,0,5,5,5,0,0,,
FA,structuring_vs_ordering,0,5,5,5,0,0,,
FA,structuring_vs_input,0,5,5,5,0,0,,
FA,ordering_vs_input,1,2,2,2,0,0,,
FA,structuring_vs_ordering,1,2,2,2,0,0,,
FA,structuring_vs_input,1,2,2,2,0,0,,
FA,ordering_vs_input,2,1,1,1,0,0,,
FA,structuring_vs_ordering,2,1,1,1,0,0,,
FA,structuring_vs_input,2,1,1,1,0,0,,
FA,ordering_vs_input,3,3,3,3,0,0,,
FA,structuring_vs_ordering,3,3,3,3,0,0,,
FA,structuring_vs_input,3,3,3,3,0,0,,
FA,ordering_vs_input,4,5,4,4,1,0,type,
FA,structuring_vs_ordering,4,4,4,4,0,0,,
FA,structuring_vs_input,4,5,4,4,1,0,type,
FA,ordering_vs_input,5,2,2,2,0,0,,
FA,structuring_vs_ordering,5,2,2,2,0,0,,
FA,structuring_vs_input,5,2,2,2,0,0,,
FA,ordering_vs_input,6,5,5,5,0,0,,
FA,structuring_vs_ordering,6,5,5,5,0,0,,
FA,structuring_vs_input,6,5,5,5,0,0,,
FA,ordering_vs_input,7,1,1,1,0,0,,
FA,structuring_vs_ordering,7,1,1,1,0,0,,
FA,structuring_vs_input,7,1,1,1,0,0,,
FA,ordering_vs_input,8,3,3,3,0,0,,
FA,structuring_vs_ordering,8,3,3,3,0,0,,
FA,structuring_vs_input,8,3,3,3,0,0,,
FA,ordering_vs_input,9,1,1,1,0,0,,
FA,structuring_vs_ordering,9,1,1,1,0,0,,
FA,structuring_vs_input,9,1,1,1,0,0,,
FA,ordering_vs_input,10,1,1,1,0,0,,
FA,structuring_vs_ordering,10,1,1,1,0,0,,
FA,structuring_vs_input,10,1,1,1,0,0,,
FA,ordering_vs_input,11,1,1,1,0,0,,
FA,structuring_vs_ordering,11,1,1,1,0,0,,
FA,structuring_vs_input,11,1,1,1,0,0,,
FA,ordering_vs_input,12,6,6,6,0,0,,
FA,structuring_vs_ordering,12,6,6,6,0,0,,
FA,structuring_vs_input,12,6,6,6,0,0,,
FA,ordering_vs_input,13,1,1,1,0,0,,
FA,structuring_vs_ordering,13,1,1,1,0,0,,
FA,structuring_vs_input,13,1,1,1,0,0,,
FA,ordering_vs_input,14,3,3,3,0,0,,
FA,structuring_vs_ordering,14,3,3,3,0,0,,
FA,structuring_vs_input,14,3,3,3,0,0,,
FA,ordering_vs_input,15,2,2,2,0,0,,
FA,structuring_vs_ordering,15,2,2,2,0,0,,
FA,structuring_vs_input,15,2,2,2,0,0,,
FA,ordering_vs_input,16,4,3,3,1,0,industry,
FA,structuring_vs_ordering,16,3,3,3,0,0,,
FA,structuring_vs_input,16,4,3,3,1,0,industry,
FA,ordering_vs_input,17,3,3,3,0,0,,
FA,structuring_vs_ordering,17,3,3,3,0,0,,
FA,structuring_vs_input,17,3,3,3,0,0,,
FA,ordering_vs_input,18,4,4,4,0,0,,
FA,structuring_vs_ordering,18,4,4,4,0,0,,
FA,structuring_vs_input,18,4,4,4,0,0,,
FA,ordering_vs_input,19,3,3,3,0,0,,
FA,structuring_vs_ordering,19,3,3,3,0,0,,
FA,structuring_vs_input,19,3,3,3,0,0,,
FA,ordering_vs_input,20,7,2,2,5,0,artist | producer | runtime | recordedIn | recordedIn,
FA,structuring_vs_ordering,20,2,2,2,0,0,,
FA,structuring_vs_input,20,7,2,2,5,0,artist | producer | runtime | recordedIn | recordedIn,
FA,ordering_vs_input,21,2,2,2,0,0,,
FA,structuring_vs_ordering,21,2,2,2,0,0,,
FA,structuring_vs_input,21,2,2,2,0,0,,
FA,ordering_vs_input,22,3,3,3,0,0,,
FA,structuring_vs_ordering,22,3,3,3,0,0,,
FA,structuring_vs_input,22,3,3,3,0,0,,
FA,ordering_vs_input,23,3,2,2,1,0,producer,
FA,structuring_vs_ordering,23,2,2,2,0,0,,
FA,structuring_vs_input,23,3,2,2,1,0,producer,
FA,ordering_vs_input,24,5,5,5,0,0,,
FA,structuring_vs_ordering,24,5,5,5,0,0,,
FA,structuring_vs_input,24,5,5,5,0,0,,
FA,ordering_vs_input,25,2,2,2,0,0,,
FA,structuring_vs_ordering,25,2,2,2,0,0,,
FA,structuring_vs_input,25,2,2,2,0,0,,
FA,ordering_vs_input,26,3,2,2,1,0,writer,
FA,structuring_vs_ordering,26,2,2,2,0,0,,
FA,structuring_vs_input,26,3,2,2,1,0,writer,
FA,ordering_vs_input,27,3,2,2,1,0,professionalField,
FA,structuring_vs_ordering,27,2,2,2,0,0,,
FA,structuring_vs_input,27,3,2,2,1,0,professionalField,
FA,ordering_vs_input,28,2,2,2,0,0,,
FA,structuring_vs_ordering,28,2,2,2,0,0,,
FA,structuring_vs_input,28,2,2,2,0,0,,
FA,ordering_vs_input,29,5,4,4,1,0,training,
FA,structuring_vs_ordering,29,4,4,4,0,0,,
FA,structuring_vs_input,29,5,4,4,1,0,training,
FA,ordering_vs_input,30,1,1,1,0,0,,
FA,structuring_vs_ordering,30,1,1,1,0,0,,
FA,structuring_vs_input,30,1,1,1,0,0,,
FA,ordering_vs_input,31,6,4,4,2,0,writer | writer,
FA,structuring_vs_ordering,31,4,4,4,0,0,,
FA,structuring_vs_input,31,6,4,4,2,0,writer | writer,
FA,ordering_vs_input,32,3,2,2,1,0,writer,
FA,structuring_vs_ordering,32,2,2,2,0,0,,
FA,structuring_vs_input,32,3,2,2,1,0,writer,
FA,ordering_vs_input,33,5,5,5,0,0,,
FA,structuring_vs_ordering,33,5,5,5,0,0,,
FA,structuring_vs_input,33,5,5,5,0,0,,
FA,ordering_vs_input,34,5,5,5,0,0,,
FA,structuring_vs_ordering,34,5,5,5,0,0,,
FA,structuring_vs_input,34,5,5,5,0,0,,
FA,ordering_vs_input,35,5,4,4,1,0,producer,
FA,structuring_vs_ordering,35,4,4,4,0,0,,
FA,structuring_vs_input,35,5,4,4,1,0,producer,
FA,ordering_vs_input,36,6,5,5,1,0,type,
FA,structuring_vs_ordering,36,5,5,5,0,0,,
FA,structuring_vs_input,36,6,5,5,1,0,type,
FA,ordering_vs_input,37,6,4,4,2,0,writer | runtime,
FA,structuring_vs_ordering,37,4,4,4,0,0,,
FA,structuring_vs_input,37,6,4,4,2,0,writer | runtime,
FA,ordering_vs_input,38,1,1,1,0,0,,
FA,structuring_vs_ordering,38,1,1,1,0,0,,
FA,structuring_vs_input,38,1,1,1,0,0,,
FA,ordering_vs_input,39,2,1,1,1,0,writer,
FA,structuring_vs_ordering,39,1,1,1,0,0,,
FA,structuring_vs_input,39,2,1,1,1,0,writer,
FA,ordering_vs_input,40,7,6,6,1,0,mainIngredient,
FA,structuring_vs_ordering,40,6,6,6,0,0,,
FA,structuring_vs_input,40,7,6,6,1,0,mainIngredient,
FA,ordering_vs_input,41,3,2,2,1,0,type,
FA,structuring_vs_ordering,41,2,2,2,0,0,,
FA,structuring_vs_input,41,3,2,2,1,0,type,
FA,ordering_vs_input,42,5,4,4,1,0,city,
FA,structuring_vs_ordering,42,4,4,4,0,0,,
FA,structuring_vs_input,42,5,4,4,1,0,city,
FA,ordering_vs_input,43,4,4,4,0,0,,
FA,structuring_vs_ordering,43,4,4,4,0,0,,
FA,structuring_vs_input,43,4,4,4,0,0,,
FA,ordering_vs_input,44,2,2,2,0,0,,
FA,structuring_vs_ordering,44,2,2,2,0,0,,
FA,structuring_vs_input,44,2,2,2,0,0,,
FA,ordering_vs_input,45,2,2,2,0,0,,
FA,structuring_vs_ordering,45,2,2,2,0,0,,
FA,structuring_vs_input,45,2,2,2,0,0,,
FA,ordering_vs_input,46,2,2,2,0,0,,
FA,structuring_vs_ordering,46,2,2,2,0,0,,
FA,structuring_vs_input,46,2,2,2,0,0,,
FA,ordering_vs_input,47,3,3,3,0,0,,
FA,structuring_vs_ordering,47,3,3,3,0,0,,
FA,structuring_vs_input,47,3,3,3,0,0,,
FA,ordering_vs_input,48,5,5,5,0,0,,
FA,structuring_vs_ordering,48,5,5,5,0,0,,
FA,structuring_vs_input,48,5,5,5,0,0,,
FA,ordering_vs_input,49,2,1,1,1,0,artist,
FA,structuring_vs_ordering,49,1,1,1,0,0,,
FA,structuring_vs_input,49,2,1,1,1,0,artist,
FA,ordering_vs_input,50,4,3,3,1,0,mission,
FA,structuring_vs_ordering,50,3,3,3,0,0,,
FA,structuring_vs_input,50,4,3,3,1,0,mission,
FA,ordering_vs_input,51,3,3,3,0,0,,
FA,structuring_vs_ordering,51,3,3,3,0,0,,
FA,structuring_vs_input,51,3,3,3,0,0,,
FA,ordering_vs_input,52,4,3,3,1,0,knownFor,
FA,structuring_vs_ordering,52,3,3,3,0,0,,
FA,structuring_vs_input,52,4,3,3,1,0,knownFor,
FA,ordering_vs_input,53,4,4,4,0,0,,
FA,structuring_vs_ordering,53,4,4,4,0,0,,
FA,structuring_vs_input,53,4,4,4,0,0,,
FA,ordering_vs_input,54,5,2,2,3,0,writer | writer | producer,
FA,structuring_vs_ordering,54,2,2,2,0,0,,
FA,structuring_vs_input,54,5,2,2,3,0,writer | writer | producer,
FA,ordering_vs_input,55,5,3,3,2,0,artist | runtime,
FA,structuring_vs_ordering,55,3,3,3,0,0,,
FA,structuring_vs_input,55,5,3,3,2,0,artist | runtime,
FA,ordering_vs_input,56,5,5,5,0,0,,
FA,structuring_vs_ordering,56,5,5,5,0,0,,
FA,structuring_vs_input,56,5,5,5,0,0,,
FA,ordering_vs_input,57,4,4,4,0,0,,
FA,structuring_vs_ordering,57,4,4,4,0,0,,
FA,structuring_vs_input,57,4,4,4,0,0,,
FA,ordering_vs_input,58,6,3,3,3,0,regionServed | industry | netIncome,
FA,structuring_vs_ordering,58,3,3,3,0,0,,
FA,structuring_vs_input,58,6,3,3,3,0,regionServed | industry | netIncome,
FA,ordering_vs_input,59,4,4,4,0,0,,
FA,structuring_vs_ordering,59,4,4,4,0,0,,
FA,structuring_vs_input,59,4,4,4,0,0,,
FA,ordering_vs_input,60,4,4,4,0,0,,
FA,structuring_vs_ordering,60,4,4,4,0,0,,
FA,structuring_vs_input,60,4,4,4,0,0,,
FA,ordering_vs_input,61,2,2,2,0,0,,
FA,structuring_vs_ordering,61,2,2,2,0,0,,
FA,structuring_vs_input,61,2,2,2,0,0,,
FA,ordering_vs_input,62,1,1,1,0,0,,
FA,structuring_vs_ordering,62,1,1,1,0,0,,
FA,structuring_vs_input,62,1,1,1,0,0,,
FA,ordering_vs_input,63,4,4,4,0,0,,
FA,structuring_vs_ordering,63,4,4,4,0,0,,
FA,structuring_vs_input,63,4,4,4,0,0,,
FA,ordering_vs_input,64,3,3,3,0,0,,
FA,structuring_vs_ordering,64,3,3,3,0,0,,
FA,structuring_vs_input,64,3,3,3,0,0,,
FA,ordering_vs_input,65,4,3,3,1,0,producer,
FA,structuring_vs_ordering,65,3,3,3,0,0,,
FA,structuring_vs_input,65,4,3,3,1,0,producer,
FA,ordering_vs_input,66,1,1,1,0,0,,
FA,structuring_vs_ordering,66,1,1,1,0,0,,
FA,structuring_vs_input,66,1,1,1,0,0,,
FA,ordering_vs_input,67,2,2,2,0,0,,
FA,structuring_vs_ordering,67,2,2,2,0,0,,
FA,structuring_vs_input,67,2,2,2,0,0,,
FA,ordering_vs_input,68,3,3,3,0,0,,
FA,structuring_vs_ordering,68,3,3,3,0,0,,
FA,structuring_vs_input,68,3,3,3,0,0,,
FA,ordering_vs_input,69,3,3,3,0,0,,
FA,structuring_vs_ordering,69,3,3,3,0,0,,
FA,structuring_vs_input,69,3,3,3,0,0,,
FA,ordering_vs_input,70,3,3,3,0,0,,
FA,structuring_vs_ordering,70,3,3,3,0,0,,
FA,structuring_vs_input,70,3,3,3,0,0,,
FA,ordering_vs_input,71,1,1,1,0,0,,
FA,structuring_vs_ordering,71,1,1,1,0,0,,
FA,structuring_vs_input,71,1,1,1,0,0,,
FA,ordering_vs_input,72,4,4,4,0,0,,
FA,structuring_vs_ordering,72,4,4,4,0,0,,
FA,structuring_vs_input,72,4,4,4,0,0,,
FA,ordering_vs_input,73,1,1,1,0,0,,
FA,structuring_vs_ordering,73,1,1,1,0,0,,
FA,structuring_vs_input,73,1,1,1,0,0,,
FA,ordering_vs_input,74,1,1,1,0,0,,
FA,structuring_vs_ordering,74,1,1,1,0,0,,
FA,structuring_vs_input,74,1,1,1,0,0,,
FA,ordering_vs_input,75,1,1,1,0,0,,
FA,structuring_vs_ordering,75,1,1,1,0,0,,
FA,structuring_vs_input,75,1,1,1,0,0,,
FA,ordering_vs_input,76,5,5,5,0,0,,
FA,structuring_vs_ordering,76,5,5,5,0,0,,
FA,structuring_vs_input,76,5,5,5,0,0,,
FA,ordering_vs_input,77,2,2,2,0,0,,
FA,structuring_vs_ordering,77,2,2,2,0,0,,
FA,structuring_vs_input,77,2,2,2,0,0,,
FA,ordering_vs_input,78,3,3,3,0,0,,
FA,structuring_vs_ordering,78,3,3,3,0,0,,
FA,structuring_vs_input,78,3,3,3,0,0,,
FA,ordering_vs_input,79,1,1,1,0,0,,
FA,structuring_vs_ordering,79,1,1,1,0,0,,
FA,structuring_vs_input,79,1,1,1,0,0,,
FA,ordering_vs_input,80,1,1,1,0,0,,
FA,structuring_vs_ordering,80,1,1,1,0,0,,
FA,structuring_vs_input,80,1,1,1,0,0,,
FA,ordering_vs_input,81,7,5,5,2,0,producer | artist,
FA,structuring_vs_ordering,81,5,5,5,0,0,,
FA,structuring_vs_input,81,7,5,5,2,0,producer | artist,
FA,ordering_vs_input,82,4,2,2,2,0,certification | producer,
FA,structuring_vs_ordering,82,2,2,2,0,0,,
FA,structuring_vs_input,82,4,2,2,2,0,certification | producer,
FA,ordering_vs_input,83,4,4,4,0,0,,
FA,structuring_vs_ordering,83,4,4,4,0,0,,
FA,structuring_vs_input,83,4,4,4,0,0,,
FA,ordering_vs_input,84,1,1,1,0,0,,
FA,structuring_vs_ordering,84,1,1,1,0,0,,
FA,structuring_vs_input,84,1,1,1,0,0,,
FA,ordering_vs_input,85,2,2,2,0,0,,
FA,structuring_vs_ordering,85,2,2,2,0,0,,
FA,structuring_vs_input,85,2,2,2,0,0,,
FA,ordering_vs_input,86,1,1,1,0,0,,
FA,structuring_vs_ordering,86,1,1,1,0,0,,
FA,structuring_vs_input,86,1,1,1,0,0,,
FA,ordering_vs_input,87,2,2,2,0,0,,
FA,structuring_vs_ordering,87,2,2,2,0,0,,
FA,structuring_vs_input,87,2,2,2,0,0,,
FA,ordering_vs_input,88,5,1,1,4,0,artist | producer | runtime | recordedIn,
FA,structuring_vs_ordering,88,1,1,1,0,0,,
FA,structuring_vs_input,88,5,1,1,4,0,artist | producer | runtime | recordedIn,
FA,ordering_vs_input,89,5,5,5,0,0,,
FA,structuring_vs_ordering,89,5,5,5,0,0,,
FA,structuring_vs_input,89,5,5,5,0,0,,
FA,ordering_vs_input,90,1,1,1,0,0,,
FA,structuring_vs_ordering,90,1,1,1,0,0,,
FA,structuring_vs_input,90,1,1,1,0,0,,
FA,ordering_vs_input,91,3,3,3,0,0,,
FA,structuring_vs_ordering,91,3,3,3,0,0,,
FA,structuring_vs_input,91,3,3,3,0,0,,
FA,ordering_vs_input,92,1,1,1,0,0,,
FA,structuring_vs_ordering,92,1,1,1,0,0,,
FA,structuring_vs_input,92,1,1,1,0,0,,
FA,ordering_vs_input,93,4,4,4,0,0,,
FA,structuring_vs_ordering,93,4,4,4,0,0,,
FA,structuring_vs_input,93,4,4,4,0,0,,
FA,ordering_vs_input,94,5,1,1,4,0,releaseDate | writer | runtime | writer,
FA,structuring_vs_ordering,94,1,1,1,0,0,,
FA,structuring_vs_input,94,5,1,1,4,0,releaseDate | writer | runtime | writer,
FA,ordering_vs_input,95,2,2,2,0,0,,
FA,structuring_vs_ordering,95,2,2,2,0,0,,
FA,structuring_vs_input,95,2,2,2,0,0,,
FA,ordering_vs_input,96,4,3,3,1,0,mainIngredient,
FA,structuring_vs_ordering,96,3,3,3,0,0,,
FA,structuring_vs_input,96,4,3,3,1,0,mainIngredient,
FA,ordering_vs_input,97,1,1,1,0,0,,
FA,structuring_vs_ordering,97,1,1,1,0,0,,
FA,structuring_vs_input,97,1,1,1,0,0,,
FA,ordering_vs_input,98,2,2,2,0,0,,
FA,structuring_vs_ordering,98,2,2,2,0,0,,
FA,structuring_vs_input,98,2,2,2,0,0,,
FA,ordering_vs_input,99,1,1,1,0,0,,
FA,structuring_vs_ordering,99,1,1,1,0,0,,
FA,structuring_vs_input,99,1,1,1,0,0,,
FA,ordering_vs_input,100,3,3,3,0,0,,
FA,structuring_vs_ordering,100,3,3,3,0,0,,
FA,structuring_vs_input,100,3,3,3,0,0,,
FA,ordering_vs_input,101,2,1,1,1,0,professionalField,
FA,structuring_vs_ordering,101,1,1,1,0,0,,
FA,structuring_vs_input,101,2,1,1,1,0,professionalField,
FA,ordering_vs_input,102,1,1,1,0,0,,
FA,structuring_vs_ordering,102,1,1,1,0,0,,
FA,structuring_vs_input,102,1,1,1,0,0,,
FA,ordering_vs_input,103,2,2,2,0,0,,
FA,structuring_vs_ordering,103,2,2,2,0,0,,
FA,structuring_vs_input,103,2,2,2,0,0,,
FA,ordering_vs_input,104,4,4,4,0,0,,
FA,structuring_vs_ordering,104,4,4,4,0,0,,
FA,structuring_vs_input,104,4,4,4,0,0,,
FA,ordering_vs_input,105,5,5,5,0,0,,
FA,structuring_vs_ordering,105,5,5,5,0,0,,
FA,structuring_vs_input,105,5,5,5,0,0,,
FA,ordering_vs_input,106,6,6,6,0,0,,
FA,structuring_vs_ordering,106,6,6,6,0,0,,
FA,structuring_vs_input,106,6,6,6,0,0,,
FA,ordering_vs_input,107,2,2,2,0,0,,
FA,structuring_vs_ordering,107,2,2,2,0,0,,
FA,structuring_vs_input,107,2,2,2,0,0,,
FA,ordering_vs_input,108,1,1,1,0,0,,
FA,structuring_vs_ordering,108,1,1,1,0,0,,
FA,structuring_vs_input,108,1,1,1,0,0,,
FA,ordering_vs_input,109,5,5,5,0,0,,
FA,structuring_vs_ordering,109,5,5,5,0,0,,
FA,structuring_vs_input,109,5,5,5,0,0,,
FA,ordering_vs_input,110,2,2,2,0,0,,
FA,structuring_vs_ordering,110,2,2,2,0,0,,
FA,structuring_vs_input,110,2,2,2,0,0,,
FA,ordering_vs_input,111,5,5,5,0,0,,
FA,structuring_vs_ordering,111,5,5,5,0,0,,
FA,structuring_vs_input,111,5,5,5,0,0,,
FA,ordering_vs_input,112,4,4,4,0,0,,
FA,structuring_vs_ordering,112,4,4,4,0,0,,
FA,structuring_vs_input,112,4,4,4,0,0,,
FA,ordering_vs_input,113,5,3,3,2,0,writer | writer,
FA,structuring_vs_ordering,113,3,3,3,0,0,,
FA,structuring_vs_input,113,5,3,3,2,0,writer | writer,
FA,ordering_vs_input,114,2,2,2,0,0,,
FA,structuring_vs_ordering,114,2,2,2,0,0,,
FA,structuring_vs_input,114,2,2,2,0,0,,
FA,ordering_vs_input,115,1,1,1,0,0,,
FA,structuring_vs_ordering,115,1,1,1,0,0,,
FA,structuring_vs_input,115,1,1,1,0,0,,
FA,ordering_vs_input,116,1,1,1,0,0,,
FA,structuring_vs_ordering,116,1,1,1,0,0,,
FA,structuring_vs_input,116,1,1,1,0,0,,
FA,ordering_vs_input,117,7,6,6,1,0,type,
FA,structuring_vs_ordering,117,6,6,6,0,0,,
FA,structuring_vs_input,117,7,6,6,1,0,type,
FA,ordering_vs_input,118,3,3,3,0,0,,
FA,structuring_vs_ordering,118,3,3,3,0,0,,
FA,structuring_vs_input,118,3,3,3,0,0,,
FA,ordering_vs_input,119,3,3,3,0,0,,
FA,structuring_vs_ordering,119,3,3,3,0,0,,
FA,structuring_vs_input,119,3,3,3,0,0,,
FA,ordering_vs_input,120,1,1,1,0,0,,
FA,structuring_vs_ordering,120,1,1,1,0,0,,
FA,structuring_vs_input,120,1,1,1,0,0,,
FA,ordering_vs_input,121,3,2,2,1,0,writer,
FA,structuring_vs_ordering,121,2,2,2,0,0,,
FA,structuring_vs_input,121,3,2,2,1,0,writer,
FA,ordering_vs_input,122,4,3,3,1,0,writer,
FA,structuring_vs_ordering,122,3,3,3,0,0,,
FA,structuring_vs_input,122,4,3,3,1,0,writer,
FA,ordering_vs_input,123,2,2,2,0,0,,
FA,structuring_vs_ordering,123,2,2,2,0,0,,
FA,structuring_vs_input,123,2,2,2,0,0,,
FA,ordering_vs_input,124,3,3,3,0,0,,
FA,structuring_vs_ordering,124,3,3,3,0,0,,
FA,structuring_vs_input,124,3,3,3,0,0,,
FA,ordering_vs_input,125,2,2,2,0,0,,
FA,structuring_vs_ordering,125,2,2,2,0,0,,
FA,structuring_vs_input,125,2,2,2,0,0,,
FA,ordering_vs_input,126,2,2,2,0,0,,
FA,structuring_vs_ordering,126,2,2,2,0,0,,
FA,structuring_vs_input,126,2,2,2,0,0,,
FA,ordering_vs_input,127,1,1,1,0,0,,
FA,structuring_vs_ordering,127,1,1,1,0,0,,
FA,structuring_vs_input,127,1,1,1,0,0,,
FA,ordering_vs_input,128,3,3,3,0,0,,
FA,structuring_vs_ordering,128,3,3,3,0,0,,
FA,structuring_vs_input,128,3,3,3,0,0,,
FA,ordering_vs_input,129,5,5,5,0,0,,
FA,structuring_vs_ordering,129,5,5,5,0,0,,
FA,structuring_vs_input,129,5,5,5,0,0,,
FA,ordering_vs_input,130,3,1,1,2,0,writer | producer,
FA,structuring_vs_ordering,130,1,1,1,0,0,,
FA,structuring_vs_input,130,3,1,1,2,0,writer | producer,
FA,ordering_vs_input,131,5,5,5,0,0,,
FA,structuring_vs_ordering,131,5,5,5,0,0,,
FA,structuring_vs_input,131,5,5,5,0,0,,
FA,ordering_vs_input,132,3,3,3,0,0,,
FA,structuring_vs_ordering,132,3,3,3,0,0,,
FA,structuring_vs_input,132,3,3,3,0,0,,
FA,ordering_vs_input,133,1,1,1,0,0,,
FA,structuring_vs_ordering,133,1,1,1,0,0,,
FA,structuring_vs_input,133,1,1,1,0,0,,
FA,ordering_vs_input,134,2,2,2,0,0,,
FA,structuring_vs_ordering,134,2,2,2,0,0,,
FA,structuring_vs_input,134,2,2,2,0,0,,
FA,ordering_vs_input,135,4,3,3,1,0,producer,
FA,structuring_vs_ordering,135,3,3,3,0,0,,
FA,structuring_vs_input,135,4,3,3,1,0,producer,
FA,ordering_vs_input,136,4,4,4,0,0,,
FA,structuring_vs_ordering,136,4,4,4,0,0,,
FA,structuring_vs_input,136,4,4,4,0,0,,
FA,ordering_vs_input,137,2,2,2,0,0,,
FA,structuring_vs_ordering,137,2,2,2,0,0,,
FA,structuring_vs_input,137,2,2,2,0,0,,
FA,ordering_vs_input,138,1,1,1,0,0,,
FA,structuring_vs_ordering,138,1,1,1,0,0,,
FA,structuring_vs_input,138,1,1,1,0,0,,
FA,ordering_vs_input,139,2,2,2,0,0,,
FA,structuring_vs_ordering,139,2,2,2,0,0,,
FA,structuring_vs_input,139,2,2,2,0,0,,
FA,ordering_vs_input,140,2,2,2,0,0,,
FA,structuring_vs_ordering,140,2,2,2,0,0,,
FA,structuring_vs_input,140,2,2,2,0,0,,
FA,ordering_vs_input,141,5,5,5,0,0,,
FA,structuring_vs_ordering,141,5,5,5,0,0,,
FA,structuring_vs_input,141,5,5,5,0,0,,
FA,ordering_vs_input,142,2,2,2,0,0,,
FA,structuring_vs_ordering,142,2,2,2,0,0,,
FA,structuring_vs_input,142,2,2,2,0,0,,
FA,ordering_vs_input,143,3,3,3,0,0,,
FA,structuring_vs_ordering,143,3,3,3,0,0,,
FA,structuring_vs_input,143,3,3,3,0,0,,
FA,ordering_vs_input,144,6,6,6,0,0,,
FA,structuring_vs_ordering,144,6,6,6,0,0,,
FA,structuring_vs_input,144,6,6,6,0,0,,
FA,ordering_vs_input,145,3,2,2,1,0,mission,
FA,structuring_vs_ordering,145,2,2,2,0,0,,
FA,structuring_vs_input,145,3,2,2,1,0,mission,
FA,ordering_vs_input,146,1,1,1,0,0,,
FA,structuring_vs_ordering,146,1,1,1,0,0,,
FA,structuring_vs_input,146,1,1,1,0,0,,
FA,ordering_vs_input,147,2,2,2,0,0,,
FA,structuring_vs_ordering,147,2,2,2,0,0,,
FA,structuring_vs_input,147,2,2,2,0,0,,
FA,ordering_vs_input,148,5,4,4,1,0,producer,
FA,structuring_vs_ordering,148,4,4,4,0,0,,
FA,structuring_vs_input,148,5,4,4,1,0,producer,
FA,ordering_vs_input,149,2,2,2,0,0,,
FA,structuring_vs_ordering,149,2,2,2,0,0,,
FA,structuring_vs_input,149,2,2,2,0,0,,
FA,ordering_vs_input,150,5,3,3,2,0,producer | artist,
FA,structuring_vs_ordering,150,3,3,3,0,0,,
FA,structuring_vs_input,150,5,3,3,2,0,producer | artist,
FA,ordering_vs_input,151,4,2,2,2,0,producer | artist,
FA,structuring_vs_ordering,151,2,2,2,0,0,,
FA,structuring_vs_input,151,4,2,2,2,0,producer | artist,
FA,ordering_vs_input,152,2,2,2,0,0,,
FA,structuring_vs_ordering,152,2,2,2,0,0,,
FA,structuring_vs_input,152,2,2,2,0,0,,
FA,ordering_vs_input,153,1,1,1,0,0,,
FA,structuring_vs_ordering,153,1,1,1,0,0,,
FA,structuring_vs_input,153,1,1,1,0,0,,
FA,ordering_vs_input,154,2,2,2,0,0,,
FA,structuring_vs_ordering,154,2,2,2,0,0,,
FA,structuring_vs_input,154,2,2,2,0,0,,
FA,ordering_vs_input,155,3,3,3,0,0,,
FA,structuring_vs_ordering,155,3,3,3,0,0,,
FA,structuring_vs_input,155,3,3,3,0,0,,
FA,ordering_vs_input,156,1,1,1,0,0,,
FA,structuring_vs_ordering,156,1,1,1,0,0,,
FA,structuring_vs_input,156,1,1,1,0,0,,
FA,ordering_vs_input,157,3,3,3,0,0,,
FA,structuring_vs_ordering,157,3,3,3,0,0,,
FA,structuring_vs_input,157,3,3,3,0,0,,
FA,ordering_vs_input,158,3,3,3,0,0,,
FA,structuring_vs_ordering,158,3,3,3,0,0,,
FA,structuring_vs_input,158,3,3,3,0,0,,
FA,ordering_vs_input,159,5,2,2,3,0,writer | runtime | editing,
FA,structuring_vs_ordering,159,2,2,2,0,0,,
FA,structuring_vs_input,159,5,2,2,3,0,writer | runtime | editing,
FA,ordering_vs_input,160,6,6,6,0,0,,
FA,structuring_vs_ordering,160,6,6,6,0,0,,
FA,structuring_vs_input,160,6,6,6,0,0,,
FA,ordering_vs_input,161,3,3,3,0,0,,
FA,structuring_vs_ordering,161,3,3,3,0,0,,
FA,structuring_vs_input,161,3,3,3,0,0,,
FA,ordering_vs_input,162,3,3,3,0,0,,
FA,structuring_vs_ordering,162,3,3,3,0,0,,
FA,structuring_vs_input,162,3,3,3,0,0,,
FA,ordering_vs_input,163,6,6,6,0,0,,
FA,structuring_vs_ordering,163,6,6,6,0,0,,
FA,structuring_vs_input,163,6,6,6,0,0,,
FA,ordering_vs_input,164,5,5,5,0,0,,
FA,structuring_vs_ordering,164,5,5,5,0,0,,
FA,structuring_vs_input,164,5,5,5,0,0,,
FA,ordering_vs_input,165,6,6,6,0,0,,
FA,structuring_vs_ordering,165,6,6,6,0,0,,
FA,structuring_vs_input,165,6,6,6,0,0,,
FA,ordering_vs_input,166,3,3,3,0,0,,
FA,structuring_vs_ordering,166,3,3,3,0,0,,
FA,structuring_vs_input,166,3,3,3,0,0,,
FA,ordering_vs_input,167,5,5,5,0,0,,
FA,structuring_vs_ordering,167,5,5,5,0,0,,
FA,structuring_vs_input,167,5,5,5,0,0,,
FA,ordering_vs_input,168,3,3,3,0,0,,
FA,structuring_vs_ordering,168,3,3,3,0,0,,
FA,structuring_vs_input,168,3,3,3,0,0,,
FA,ordering_vs_input,169,1,1,1,0,0,,
FA,structuring_vs_ordering,169,1,1,1,0,0,,
